AkshayS34373828,https://twitter.com/AkshayS34373828/status/1370670973813362690?s=20,/fact_checker/screenshots/1.jpg,,,1
Gj2021Jet,https://twitter.com/Gj2021Jet/status/1373301891413594112,/fact_checker/screenshots/2.jpg,,,2
